sample_id,filename,direction,ssim,psnr,mse,mae,rmse
mri_043,chaos_mri_IMG-0001-00034_slice_000,MRI->CT->MRI,0.9099285795459747,29.953839388660562,0.0010106855606940208,0.016288183629512787,0.031791281205607626
mri_044,chaos_mri_IMG-0040-00046_slice_000,MRI->CT->MRI,0.9414528539357185,30.53135065026548,0.0008848403828118781,0.016260776668787003,0.02974626670377105
mri_045,chaos_mri_IMG-0058-00047_slice_000,MRI->CT->MRI,0.93975170506135,28.35180072829531,0.0014615710332012055,0.015470669604837894,0.03823049873074121
mri_046,chaos_mri_IMG-0005-00048_slice_000,MRI->CT->MRI,0.9585017725229263,32.72505883861437,0.0005339420396294925,0.010667494498193264,0.023107185887283905
mri_047,chaos_mri_IMG-0029-00018_slice_000,MRI->CT->MRI,0.881046877216816,31.170260539612688,0.0007637899613261566,0.01574683003127575,0.027636750194734484
mri_048,chaos_mri_IMG-0002-00035_slice_000,MRI->CT->MRI,0.8826448243831396,30.311344023456456,0.0009308197674546488,0.016315218061208725,0.03050933902028441
mri_049,chaos_mri_IMG-0064-00002_slice_000,MRI->CT->MRI,0.9460761021239757,31.907202902400943,0.0006445842799205302,0.01298244297504425,0.025388664398123234
mri_050,chaos_mri_IMG-0020-00028_slice_000,MRI->CT->MRI,0.9175598967545032,31.782963581408517,0.0006632902933788695,0.013159113936126232,0.025754422792578162
mri_051,chaos_mri_OutPhase_slice_036,MRI->CT->MRI,0.86539608259549,27.08029998478213,0.001958709372846463,0.02143721655011177,0.04425730869411811
mri_052,chaos_mri_InPhase_slice_045,MRI->CT->MRI,0.9536156029539108,33.20971729218948,0.00047756035985729704,0.009402215480804443,0.02185315446010706
mri_053,chaos_mri_IMG-0028-00001_slice_000,MRI->CT->MRI,0.9308298257026076,29.14424762375864,0.0012177979471446056,0.01683218963444233,0.034896961861236656
mri_054,chaos_mri_IMG-0075-00019_slice_000,MRI->CT->MRI,0.9196415819590986,26.17239907681059,0.00241412688339482,0.022493155673146248,0.04913376520677832
mri_055,chaos_mri_IMG-0011-00049_slice_000,MRI->CT->MRI,0.9457381523832381,29.99568287203246,0.0010009945496871322,0.012945999391376972,0.03163849790503861
mri_056,chaos_mri_IMG-00012-0097_slice_000,MRI->CT->MRI,0.9209891575791835,28.536611164345338,0.0014006798583034478,0.01746230199933052,0.03742565775378501
mri_057,chaos_mri_IMG-0001-00044_slice_000,MRI->CT->MRI,0.9014567911760807,28.146189825896716,0.0015324313124141578,0.016586128622293472,0.03914628095252674
mri_058,chaos_mri_IMG-0013-00069_slice_000,MRI->CT->MRI,0.8398591770652346,26.583343049654346,0.0021961686867873016,0.02335832640528679,0.04686329786503828
mri_059,chaos_mri_IMG-0020-00013_slice_000,MRI->CT->MRI,0.9332333111485391,31.52960162016498,0.0007031368159097413,0.012246313504874706,0.02651672709649027
mri_060,chaos_mri_IMG-0003-00003_slice_000,MRI->CT->MRI,0.8780987795849442,25.673606699506358,0.002707941824564946,0.02663482539355755,0.052037888356129
mri_061,chaos_mri_IMG-0014-00013_slice_000,MRI->CT->MRI,0.9366192032347918,31.439173393783975,0.0007179309242972883,0.010375640355050564,0.026794233041781367
mri_062,chaos_mri_IMG-0004-00020_slice_000,MRI->CT->MRI,0.9432048923110962,30.174083680372444,0.0009607084972662703,0.017402948811650276,0.030995297986408685
